,hGoals,hGoalsAgs,hShots,hShotsAgs,hShotsTar,hShotsAgsTar,hCorners,hCornersAgs,aGoals,aGoalsAgs,aShots,aShotsAgs,aShotsTar,aShotsAgsTar,aCorners,aCornersAgs,hGoals,hGoalsAgs,hPointsAvg,hShots,hShotsAgs,hShotsTar,hShotsAgsTar,hCorners,hCornersAgs,hGoals,hGoalsAgs,hPointsAvg,hShots,hShotsAgs,hShotsTar,hShotsAgsTar,hCorners,hCornersAgs,hELO,aELO,FTHG,FTAG
0,1.507936507936508,1.5873015873015872,13.34920634920635,12.031746031746032,4.507936507936508,4.142857142857143,5.984126984126984,4.365079365079365,2.125,0.828125,16.875,10.5,6.390625,4.015625,6.921875,4.734375,2.0,1.4,2.0,11.8,14.0,4.0,4.6,5.4,5.0,2.0,1.8,1.8,14.0,14.4,6.4,5.8,5.2,5.8,2469.2579428927843,3308.6402660648055,1,2
0,1.3333333333333333,1.3333333333333333,15.333333333333334,11.166666666666666,4.5,5.0,6.166666666666667,4.333333333333333,0.6923076923076923,1.2692307692307692,10.76923076923077,10.0,2.8461538461538463,3.8846153846153846,5.038461538461538,4.3076923076923075,1.0,1.0,1.6,15.6,10.0,4.4,3.6,5.8,4.4,0.4,2.2,0.4,8.0,15.4,2.2,5.0,4.0,5.8,1159.674003348337,1406.4117722770868,0,2
0,1.1162790697674418,1.0930232558139534,10.674418604651162,15.093023255813954,3.3488372093023258,4.511627906976744,4.372093023255814,5.883720930232558,1.3111111111111111,1.1333333333333333,11.955555555555556,12.577777777777778,4.066666666666666,3.7555555555555555,4.6,5.5777777777777775,0.6,2.0,0.2,10.4,20.6,3.0,7.4,3.6,5.8,0.8,1.6,0.2,8.0,15.6,2.8,3.8,4.4,4.6,1985.0243054178327,2006.6058505046828,1,2
0,1.2857142857142858,2.0,14.285714285714286,11.714285714285714,3.4285714285714284,5.857142857142857,4.714285714285714,6.0,1.1428571428571428,1.4285714285714286,14.857142857142858,11.571428571428571,4.285714285714286,5.142857142857143,5.714285714285714,4.428571428571429,0.6,1.8,0.4,11.2,12.8,2.2,5.8,4.6,6.6,1.0,1.0,1.6,15.6,10.0,4.4,3.6,5.8,4.4,1040.3957140709763,1148.330163046934,2,1
0,1.1746031746031746,1.3174603174603174,13.142857142857142,11.714285714285714,4.396825396825397,4.111111111111111,5.968253968253968,5.158730158730159,1.1136363636363635,1.1136363636363635,10.75,15.136363636363637,3.3636363636363638,4.4772727272727275,4.386363636363637,5.863636363636363,0.8,1.2,1.2,10.8,15.6,4.4,5.0,4.8,5.4,0.6,2.0,0.2,10.4,20.6,3.0,7.4,3.6,5.8,2372.5649807762497,1981.7996453089454,2,0
0,0.6923076923076923,1.2692307692307692,10.76923076923077,10.0,2.8461538461538463,3.8846153846153846,5.038461538461538,4.3076923076923075,1.32,1.28,10.84,13.12,3.64,4.64,4.56,5.24,0.4,2.2,0.4,8.0,15.4,2.2,5.0,4.0,5.8,1.4,1.8,1.0,9.0,14.8,2.8,5.2,4.2,4.6,1434.9859041182215,1528.2942517282693,1,2
0,1.5714285714285714,1.126984126984127,13.174603174603174,12.19047619047619,4.380952380952381,3.9682539682539684,5.444444444444445,5.031746031746032,1.28125,1.40625,12.515625,11.3125,3.875,4.1875,4.90625,4.84375,1.6,1.8,1.2,10.6,10.0,4.8,4.6,3.8,5.8,2.0,1.0,2.4,12.4,8.6,4.8,2.8,5.0,5.6,2996.7600113072576,2392.2282830437775,2,0
0,2.6875,0.875,18.765625,6.84375,6.921875,2.5625,7.765625,3.109375,1.5,1.59375,13.3125,12.15625,4.515625,4.140625,5.96875,4.421875,2.8,0.6,2.6,23.8,7.4,9.0,2.2,8.4,2.8,2.0,1.4,2.0,11.8,14.0,4.0,4.6,5.4,5.0,3673.1261266407923,2469.312042227436,3,1
0,1.3111111111111111,1.1333333333333333,11.955555555555556,12.577777777777778,4.066666666666666,3.7555555555555555,4.6,5.5777777777777775,1.328125,1.46875,13.671875,11.6875,4.09375,4.265625,5.3125,4.265625,0.8,1.6,0.2,8.0,15.6,2.8,3.8,4.4,4.6,1.0,2.2,0.6,10.2,15.6,3.8,6.6,3.6,5.4,2028.0167042233138,2686.8477538979287,0,3
0,1.2698412698412698,1.2222222222222223,14.777777777777779,11.587301587301587,4.603174603174603,3.5238095238095237,6.095238095238095,4.698412698412699,1.5714285714285714,0.6031746031746031,15.079365079365079,9.031746031746032,5.2063492063492065,3.0,6.555555555555555,3.5396825396825395,1.2,1.2,1.0,15.4,13.8,4.6,5.6,5.6,4.2,1.6,1.6,1.8,14.0,10.2,5.8,3.8,5.0,3.6,2669.289263679685,3304.3992316193935,2,2
0,2.125,0.828125,16.875,10.5,6.390625,4.015625,6.921875,4.734375,2.096774193548387,0.7258064516129032,18.93548387096774,9.193548387096774,7.145161290322581,3.0806451612903225,7.354838709677419,3.725806451612903,2.0,1.8,1.8,14.0,14.4,6.4,5.8,5.2,5.8,2.0,1.2,1.8,14.2,14.4,5.2,4.6,5.4,3.4,3331.5905108813918,3595.311797924125,4,2
0,2.0625,1.09375,17.203125,9.78125,6.09375,3.5,6.859375,4.5,1.5,2.5,16.166666666666668,12.166666666666666,5.166666666666667,6.166666666666667,5.0,4.833333333333333,2.8,0.8,3.0,18.8,8.2,6.2,2.4,5.4,3.4,1.4,2.4,0.8,13.8,18.0,5.8,7.2,3.6,6.2,3304.1441331391993,1038.283048252171,2,0
0,2.1746031746031744,0.8095238095238095,18.365079365079364,7.412698412698413,6.444444444444445,2.365079365079365,6.761904761904762,3.6825396825396823,1.84375,1.15625,13.34375,11.359375,4.671875,3.796875,5.78125,5.140625,2.2,0.4,3.0,16.6,8.4,7.2,2.8,5.6,4.8,1.6,1.8,1.2,11.4,12.2,4.0,4.6,3.6,3.8,3321.7765109003294,2714.615181255727,1,0
0,1.5,1.59375,13.3125,12.15625,4.515625,4.140625,5.96875,4.421875,0.7037037037037037,1.2962962962962963,10.62962962962963,10.148148148148149,2.814814814814815,3.962962962962963,4.925925925925926,4.37037037037037,2.0,1.4,2.0,11.8,14.0,4.0,4.6,5.4,5.0,0.4,2.2,0.4,8.0,15.4,2.2,5.0,4.0,5.8,2476.6605920949087,1434.502780873103,2,1
0,1.32,1.28,10.84,13.12,3.64,4.64,4.56,5.24,1.1875,1.296875,13.390625,11.59375,4.46875,4.046875,6.03125,5.109375,1.4,1.8,1.0,9.0,14.8,2.8,5.2,4.2,4.6,0.8,1.2,1.2,10.8,15.6,4.4,5.0,4.8,5.4,1557.6158883852613,2392.139804307327,3,1
0,1.28125,1.40625,12.515625,11.3125,3.875,4.1875,4.90625,4.84375,2.6923076923076925,0.8769230769230769,18.723076923076924,6.8,6.907692307692308,2.5384615384615383,7.769230769230769,3.123076923076923,2.0,1.0,2.4,12.4,8.6,4.8,2.8,5.0,5.6,2.8,0.6,2.6,23.8,7.4,9.0,2.2,8.4,2.8,2398.50563373891,3701.434138186448,1,2
0,1.328125,1.46875,13.671875,11.6875,4.09375,4.265625,5.3125,4.265625,1.375,1.875,14.625,12.125,3.375,5.625,5.0,6.0,1.0,2.2,0.6,10.2,15.6,3.8,6.6,3.6,5.4,0.6,1.8,0.4,11.2,12.8,2.2,5.8,4.6,6.6,2707.4579950222,1080.517502954027,3,1
0,1.1136363636363635,1.1136363636363635,10.75,15.136363636363637,3.3636363636363638,4.4772727272727275,4.386363636363637,5.863636363636363,2.15625,0.796875,18.328125,7.4375,6.390625,2.375,6.78125,3.640625,0.6,2.0,0.2,10.4,20.6,3.0,7.4,3.6,5.8,2.2,0.4,3.0,16.6,8.4,7.2,2.8,5.6,4.8,1989.9184132989824,3345.9351197745173,1,3
0,1.84375,1.15625,13.34375,11.359375,4.671875,3.796875,5.78125,5.140625,1.2826086956521738,1.173913043478261,12.043478260869565,12.456521739130435,4.065217391304348,3.760869565217391,4.6521739130434785,5.521739130434782,1.6,1.8,1.2,11.4,12.2,4.0,4.6,3.6,3.8,0.8,1.6,0.2,8.0,15.6,2.8,3.8,4.4,4.6,2720.3872202316893,2031.2166259408723,1,1
0,1.5,2.5,16.166666666666668,12.166666666666666,5.166666666666667,6.166666666666667,5.0,4.833333333333333,1.578125,1.109375,13.078125,12.125,4.359375,3.90625,5.421875,5.078125,1.4,2.4,0.8,13.8,18.0,5.8,7.2,3.6,6.2,1.6,1.8,1.2,10.6,10.0,4.8,4.6,3.8,5.8,1035.3144019198114,3021.327536292792,1,1
0,1.5714285714285714,0.6031746031746031,15.079365079365079,9.031746031746032,5.2063492063492065,3.0,6.555555555555555,3.5396825396825395,2.1538461538461537,0.8461538461538461,16.953846153846154,10.507692307692308,6.4,4.046153846153846,6.938461538461539,4.7384615384615385,1.6,1.6,1.8,14.0,10.2,5.8,3.8,5.0,3.6,2.0,1.8,1.8,14.0,14.4,6.4,5.8,5.2,5.8,3320.508331479388,3354.964911425275,2,2
0,2.096774193548387,0.7258064516129032,18.93548387096774,9.193548387096774,7.145161290322581,3.0806451612903225,7.354838709677419,3.725806451612903,1.28125,1.234375,14.796875,11.578125,4.625,3.546875,6.046875,4.703125,2.0,1.2,1.8,14.2,14.4,5.2,4.6,5.4,3.4,1.2,1.2,1.0,15.4,13.8,4.6,5.6,5.6,4.2,3600.5487891746766,2683.5449426811315,3,1
0,1.1428571428571428,1.4285714285714286,14.857142857142858,11.571428571428571,4.285714285714286,5.142857142857143,5.714285714285714,4.428571428571429,2.0615384615384613,1.0769230769230769,17.184615384615384,9.76923076923077,6.138461538461539,3.5076923076923077,6.815384615384615,4.523076923076923,1.0,1.0,1.6,15.6,10.0,4.4,3.6,5.8,4.4,2.8,0.8,3.0,18.8,8.2,6.2,2.4,5.4,3.4,1140.2083741638835,3326.9946448179776,2,1
0,2.1538461538461537,0.8461538461538461,16.953846153846154,10.507692307692308,6.4,4.046153846153846,6.938461538461539,4.7384615384615385,0.7037037037037037,1.2962962962962963,10.62962962962963,10.148148148148149,2.814814814814815,3.962962962962963,4.925925925925926,4.37037037037037,2.0,1.8,1.8,14.0,14.4,6.4,5.8,5.2,5.8,0.4,2.2,0.4,8.0,15.4,2.2,5.0,4.0,5.8,3361.9996631331223,1435.466621884388,1,0
0,1.5076923076923077,1.5846153846153845,13.2,12.323076923076924,4.476923076923077,4.1692307692307695,5.938461538461539,4.476923076923077,2.15625,0.796875,18.328125,7.4375,6.390625,2.375,6.78125,3.640625,2.0,1.4,2.0,11.8,14.0,4.0,4.6,5.4,5.0,2.2,0.4,3.0,16.6,8.4,7.2,2.8,5.6,4.8,2493.875429088962,3365.9614849644067,0,4
0,1.1111111111111112,1.1555555555555554,10.733333333333333,15.2,3.422222222222222,4.644444444444445,4.4,5.933333333333334,1.3846153846153846,1.2692307692307692,10.76923076923077,13.307692307692308,3.6153846153846154,4.653846153846154,4.538461538461538,5.230769230769231,0.6,2.0,0.2,10.4,20.6,3.0,7.4,3.6,5.8,1.4,1.8,1.0,9.0,14.8,2.8,5.2,4.2,4.6,1990.3569403612803,1584.1259307919706,1,0
0,1.375,1.875,14.625,12.125,3.375,5.625,5.0,6.0,1.28125,1.234375,14.796875,11.578125,4.625,3.546875,6.046875,4.703125,0.6,1.8,0.4,11.2,12.8,2.2,5.8,4.6,6.6,1.2,1.2,1.0,15.4,13.8,4.6,5.6,5.6,4.2,1074.9047056058798,2684.606754241403,1,0
0,2.0615384615384613,1.0769230769230769,17.184615384615384,9.76923076923077,6.138461538461539,3.5076923076923077,6.815384615384615,4.523076923076923,2.6923076923076925,0.8769230769230769,18.723076923076924,6.8,6.907692307692308,2.5384615384615383,7.769230769230769,3.123076923076923,2.8,0.8,3.0,18.8,8.2,6.2,2.4,5.4,3.4,2.8,0.6,2.6,23.8,7.4,9.0,2.2,8.4,2.8,3327.2637740908694,3730.2572244804887,2,0
0,1.578125,1.109375,13.078125,12.125,4.359375,3.90625,5.421875,5.078125,2.111111111111111,0.7301587301587301,18.841269841269842,9.333333333333334,7.158730158730159,3.111111111111111,7.365079365079365,3.761904761904762,1.6,1.8,1.2,10.6,10.0,4.8,4.6,3.8,5.8,2.0,1.2,1.8,14.2,14.4,5.2,4.6,5.4,3.4,3025.888700206702,3620.1824894612414,0,2
0,1.578125,0.625,15.0,9.03125,5.234375,3.015625,6.515625,3.546875,1.4285714285714286,2.2857142857142856,17.428571428571427,12.285714285714286,5.428571428571429,6.0,5.714285714285714,5.285714285714286,1.6,1.6,1.8,14.0,10.2,5.8,3.8,5.0,3.6,1.4,2.4,0.8,13.8,18.0,5.8,7.2,3.6,6.2,3327.9195452030453,1044.574323642529,4,1
0,1.353846153846154,1.4615384615384615,13.723076923076922,11.646153846153846,4.2,4.276923076923077,5.384615384615385,4.2615384615384615,1.1875,1.296875,13.390625,11.59375,4.46875,4.046875,6.03125,5.109375,1.0,2.2,0.6,10.2,15.6,3.8,6.6,3.6,5.4,0.8,1.2,1.2,10.8,15.6,4.4,5.0,4.8,5.4,2724.979830020176,2396.222710481106,3,2
0,1.2826086956521738,1.173913043478261,12.043478260869565,12.456521739130435,4.065217391304348,3.760869565217391,4.6521739130434785,5.521739130434782,1.25,1.375,13.75,12.25,4.0,4.875,5.125,4.5,0.8,1.6,0.2,8.0,15.6,2.8,3.8,4.4,4.6,1.0,1.0,1.6,15.6,10.0,4.4,3.6,5.8,4.4,2042.222741424459,1181.996730797788,1,2
0,1.8307692307692307,1.1538461538461537,13.430769230769231,11.307692307692308,4.6461538461538465,3.8153846153846156,5.907692307692308,5.092307692307692,1.2769230769230768,1.4153846153846155,12.492307692307692,11.36923076923077,3.923076923076923,4.230769230769231,4.876923076923077,4.938461538461539,1.6,1.8,1.2,11.4,12.2,4.0,4.6,3.6,3.8,2.0,1.0,2.4,12.4,8.6,4.8,2.8,5.0,5.6,2731.695599324996,2408.515022190329,2,2
0,1.1875,1.296875,13.390625,11.59375,4.46875,4.046875,6.03125,5.109375,1.5538461538461539,1.123076923076923,13.046153846153846,12.046153846153846,4.338461538461538,3.876923076923077,5.430769230769231,5.076923076923077,0.8,1.2,1.2,10.8,15.6,4.4,5.0,4.8,5.4,1.6,1.8,1.2,10.6,10.0,4.8,4.6,3.8,5.8,2400.368916948377,3031.223287455956,1,0
0,1.4285714285714286,2.2857142857142856,17.428571428571427,12.285714285714286,5.428571428571429,6.0,5.714285714285714,5.285714285714286,1.378787878787879,1.4696969696969697,13.712121212121213,11.590909090909092,4.2272727272727275,4.2727272727272725,5.378787878787879,4.242424242424242,1.4,2.4,0.8,13.8,18.0,5.8,7.2,3.6,6.2,1.0,2.2,0.6,10.2,15.6,3.8,6.6,3.6,5.4,1040.761773618219,2742.8563388594766,0,2
0,0.7037037037037037,1.2962962962962963,10.62962962962963,10.148148148148149,2.814814814814815,3.962962962962963,4.925925925925926,4.37037037037037,1.2765957446808511,1.1914893617021276,12.042553191489361,12.46808510638298,4.0638297872340425,3.8085106382978724,4.638297872340425,5.531914893617022,0.4,2.2,0.4,8.0,15.4,2.2,5.0,4.0,5.8,0.8,1.6,0.2,8.0,15.6,2.8,3.8,4.4,4.6,1437.2870267531994,2038.2465366422034,0,1
0,2.6923076923076925,0.8769230769230769,18.723076923076924,6.8,6.907692307692308,2.5384615384615383,7.769230769230769,3.123076923076923,1.8333333333333333,1.1666666666666667,13.409090909090908,11.363636363636363,4.651515151515151,3.803030303030303,5.909090909090909,5.106060606060606,2.8,0.6,2.6,23.8,7.4,9.0,2.2,8.4,2.8,1.6,1.8,1.2,11.4,12.2,4.0,4.6,3.6,3.8,3732.630833363646,2734.1945376404246,3,1
0,2.111111111111111,0.7301587301587301,18.841269841269842,9.333333333333334,7.158730158730159,3.111111111111111,7.365079365079365,3.761904761904762,1.108695652173913,1.1304347826086956,10.804347826086957,15.173913043478262,3.4347826086956523,4.565217391304348,4.3478260869565215,5.956521739130435,2.0,1.2,1.8,14.2,14.4,5.2,4.6,5.4,3.4,0.6,2.0,0.2,10.4,20.6,3.0,7.4,3.6,5.8,3647.9712881374376,2013.2893987811476,1,0
0,1.2769230769230768,1.4153846153846155,12.492307692307692,11.36923076923077,3.923076923076923,4.230769230769231,4.876923076923077,4.938461538461539,1.3333333333333333,1.6666666666666667,14.444444444444445,12.11111111111111,3.4444444444444446,5.111111111111111,5.222222222222222,6.111111111111111,2.0,1.0,2.4,12.4,8.6,4.8,2.8,5.0,5.6,0.6,1.8,0.4,11.2,12.8,2.2,5.8,4.6,6.6,2412.230847118128,1112.959879517195,3,2
0,1.25,1.375,13.75,12.25,4.0,4.875,5.125,4.5,1.4848484848484849,1.621212121212121,13.121212121212121,12.287878787878787,4.4393939393939394,4.166666666666667,5.9393939393939394,4.5,1.0,1.0,1.6,15.6,10.0,4.4,3.6,5.8,4.4,2.0,1.4,2.0,11.8,14.0,4.0,4.6,5.4,5.0,1222.3587346579732,2498.5581227674975,2,0
0,1.3846153846153846,1.2692307692307692,10.76923076923077,13.307692307692308,3.6153846153846154,4.653846153846154,4.538461538461538,5.230769230769231,2.0606060606060606,1.0606060606060606,17.045454545454547,9.833333333333334,6.121212121212121,3.515151515151515,6.7272727272727275,4.651515151515151,1.4,1.8,1.0,9.0,14.8,2.8,5.2,4.2,4.6,2.8,0.8,3.0,18.8,8.2,6.2,2.4,5.4,3.4,1586.2381560073766,3360.5378563258364,1,2
0,2.15625,0.796875,18.328125,7.4375,6.390625,2.375,6.78125,3.640625,1.6153846153846154,0.6307692307692307,15.076923076923077,9.046153846153846,5.323076923076923,3.0307692307692307,6.569230769230769,3.5384615384615383,2.2,0.4,3.0,16.6,8.4,7.2,2.8,5.6,4.8,1.6,1.6,1.8,14.0,10.2,5.8,3.8,5.0,3.6,3398.939311839171,3358.3263929357477,3,1
0,1.28125,1.234375,14.796875,11.578125,4.625,3.546875,6.046875,4.703125,2.1363636363636362,0.8333333333333334,16.90909090909091,10.43939393939394,6.333333333333333,3.984848484848485,6.9393939393939394,4.681818181818182,1.2,1.2,1.0,15.4,13.8,4.6,5.6,5.6,4.2,2.0,1.8,1.8,14.0,14.4,6.4,5.8,5.2,5.8,2694.4353378108294,3391.5557130669267,3,2
0,1.3333333333333333,1.2222222222222223,13.222222222222221,12.333333333333334,3.888888888888889,4.666666666666667,5.111111111111111,4.333333333333333,2.169230769230769,0.8,18.6,7.415384615384616,6.461538461538462,2.3692307692307693,6.876923076923077,3.6153846153846154,1.0,1.0,1.6,15.6,10.0,4.4,3.6,5.8,4.4,2.2,0.4,3.0,16.6,8.4,7.2,2.8,5.6,4.8,1260.962230698504,3418.948743494106,0,2
0,2.1363636363636362,0.8333333333333334,16.90909090909091,10.43939393939394,6.333333333333333,3.984848484848485,6.9393939393939394,4.681818181818182,1.108695652173913,1.1304347826086956,10.804347826086957,15.173913043478262,3.4347826086956523,4.565217391304348,4.3478260869565215,5.956521739130435,2.0,1.8,1.8,14.0,14.4,6.4,5.8,5.2,5.8,0.6,2.0,0.2,10.4,20.6,3.0,7.4,3.6,5.8,3392.430119953271,2020.6830179388996,3,1
0,1.4848484848484849,1.621212121212121,13.121212121212121,12.287878787878787,4.4393939393939394,4.166666666666667,5.9393939393939394,4.5,1.3703703703703705,1.2962962962962963,10.592592592592593,13.185185185185185,3.5555555555555554,4.592592592592593,4.518518518518518,5.074074074074074,2.0,1.4,2.0,11.8,14.0,4.0,4.6,5.4,5.0,1.4,1.8,1.0,9.0,14.8,2.8,5.2,4.2,4.6,2506.578450423639,1584.055791774367,2,0
0,1.3333333333333333,1.6666666666666667,14.444444444444445,12.11111111111111,3.4444444444444446,5.111111111111111,5.222222222222222,6.111111111111111,1.6153846153846154,0.6307692307692307,15.076923076923077,9.046153846153846,5.323076923076923,3.0307692307692307,6.569230769230769,3.5384615384615383,0.6,1.8,0.4,11.2,12.8,2.2,5.8,4.6,6.6,1.6,1.6,1.8,14.0,10.2,5.8,3.8,5.0,3.6,1107.7455668920172,3362.6690528920353,1,5
0,2.0606060606060606,1.0606060606060606,17.045454545454547,9.833333333333334,6.121212121212121,3.515151515151515,6.7272727272727275,4.651515151515151,1.5538461538461539,1.123076923076923,13.046153846153846,12.046153846153846,4.338461538461538,3.876923076923077,5.430769230769231,5.076923076923077,2.8,0.8,3.0,18.8,8.2,6.2,2.4,5.4,3.4,1.6,1.8,1.2,10.6,10.0,4.8,4.6,3.8,5.8,3382.8432762924126,3038.6843132351632,0,1
0,0.6785714285714286,1.2857142857142858,10.785714285714286,10.071428571428571,2.892857142857143,4.0,5.107142857142857,4.25,1.3076923076923077,1.2461538461538462,14.753846153846155,11.6,4.661538461538462,3.5538461538461537,6.015384615384615,4.707692307692308,0.4,2.2,0.4,8.0,15.4,2.2,5.0,4.0,5.8,1.2,1.2,1.0,15.4,13.8,4.6,5.6,5.6,4.2,1437.0679949473335,2711.379770927356,1,3
0,2.696969696969697,0.8787878787878788,18.636363636363637,6.833333333333333,6.878787878787879,2.5303030303030303,7.742424242424242,3.106060606060606,1.1846153846153846,1.2769230769230768,13.307692307692308,11.6,4.415384615384616,4.015384615384615,6.0,5.092307692307692,2.8,0.6,2.6,23.8,7.4,9.0,2.2,8.4,2.8,0.8,1.2,1.2,10.8,15.6,4.4,5.0,4.8,5.4,3763.0112244590496,2422.6701641127497,2,3
0,1.2765957446808511,1.1914893617021276,12.042553191489361,12.46808510638298,4.0638297872340425,3.8085106382978724,4.638297872340425,5.531914893617022,1.25,2.25,17.25,11.5,5.25,5.625,5.75,5.125,0.8,1.6,0.2,8.0,15.6,2.8,3.8,4.4,4.6,1.4,2.4,0.8,13.8,18.0,5.8,7.2,3.6,6.2,2065.4097913428955,1033.9047305587965,0,0
0,1.378787878787879,1.4696969696969697,13.712121212121213,11.590909090909092,4.2272727272727275,4.2727272727272725,5.378787878787879,4.242424242424242,1.303030303030303,1.4242424242424243,12.56060606060606,11.348484848484848,3.984848484848485,4.212121212121212,4.878787878787879,4.863636363636363,1.0,2.2,0.6,10.2,15.6,3.8,6.6,3.6,5.4,2.0,1.0,2.4,12.4,8.6,4.8,2.8,5.0,5.6,2764.597708070457,2433.326827054857,0,2
0,1.8333333333333333,1.1666666666666667,13.409090909090908,11.363636363636363,4.651515151515151,3.803030303030303,5.909090909090909,5.106060606060606,2.09375,0.71875,18.78125,9.25,7.09375,3.0625,7.375,3.75,1.6,1.8,1.2,11.4,12.2,4.0,4.6,3.6,3.8,2.0,1.2,1.8,14.2,14.4,5.2,4.6,5.4,3.4,2753.3732384153805,3680.8862314744447,2,6
0,1.3703703703703705,1.2962962962962963,10.592592592592593,13.185185185185185,3.5555555555555554,4.592592592592593,4.518518518518518,5.074074074074074,2.1492537313432836,0.835820895522388,16.80597014925373,10.388059701492537,6.3283582089552235,3.955223880597015,6.850746268656716,4.656716417910448,1.4,1.8,1.0,9.0,14.8,2.8,5.2,4.2,4.6,2.0,1.8,1.8,14.0,14.4,6.4,5.8,5.2,5.8,1585.763015624213,3415.4083915125943,1,1
0,1.108695652173913,1.1304347826086956,10.804347826086957,15.173913043478262,3.4347826086956523,4.565217391304348,4.3478260869565215,5.956521739130435,1.835820895522388,1.2388059701492538,13.35820895522388,11.447761194029852,4.626865671641791,3.8656716417910446,5.850746268656716,5.044776119402985,0.6,2.0,0.2,10.4,20.6,3.0,7.4,3.6,5.8,1.6,1.8,1.2,11.4,12.2,4.0,4.6,3.6,3.8,2028.3384186730307,2752.0962450612124,1,5
0,1.1846153846153846,1.2769230769230768,13.307692307692308,11.6,4.415384615384616,4.015384615384615,6.0,5.092307692307692,1.3,2.0,13.9,12.6,3.4,5.5,5.1,6.2,0.8,1.2,1.2,10.8,15.6,4.4,5.0,4.8,5.4,0.6,1.8,0.4,11.2,12.8,2.2,5.8,4.6,6.6,2447.467892402021,1100.8434312776421,0,0
0,1.25,2.25,17.25,11.5,5.25,5.625,5.75,5.125,1.2,1.3,13.0,12.6,4.0,4.8,4.7,4.9,1.4,2.4,0.8,13.8,18.0,5.8,7.2,3.6,6.2,1.0,1.0,1.6,15.6,10.0,4.4,3.6,5.8,4.4,1044.8883595661562,1255.7663844285153,1,1
0,1.5538461538461539,1.123076923076923,13.046153846153846,12.046153846153846,4.338461538461538,3.876923076923077,5.430769230769231,5.076923076923077,2.6865671641791047,0.9104477611940298,18.64179104477612,6.8059701492537314,6.850746268656716,2.537313432835821,7.82089552238806,3.0597014925373136,1.6,1.8,1.2,10.6,10.0,4.8,4.6,3.8,5.8,2.8,0.6,2.6,23.8,7.4,9.0,2.2,8.4,2.8,3062.9655350650296,3760.2518199971073,2,1
0,2.169230769230769,0.8,18.6,7.415384615384616,6.461538461538462,2.3692307692307693,6.876923076923077,3.6153846153846154,1.25,1.1666666666666667,11.979166666666666,12.291666666666666,3.9791666666666665,3.7708333333333335,4.666666666666667,5.416666666666667,2.2,0.4,3.0,16.6,8.4,7.2,2.8,5.6,4.8,0.8,1.6,0.2,8.0,15.6,2.8,3.8,4.4,4.6,3446.049467933766,2074.6366785515897,4,0
0,1.6153846153846154,0.6307692307692307,15.076923076923077,9.046153846153846,5.323076923076923,3.0307692307692307,6.569230769230769,3.5384615384615383,0.6896551724137931,1.3448275862068966,10.96551724137931,10.172413793103448,2.9655172413793105,4.068965517241379,5.206896551724138,4.172413793103448,1.6,1.6,1.8,14.0,10.2,5.8,3.8,5.0,3.6,0.4,2.2,0.4,8.0,15.4,2.2,5.0,4.0,5.8,3387.2846503985393,1436.5486613918151,3,1
0,2.09375,0.71875,18.78125,9.25,7.09375,3.0625,7.375,3.75,1.492537313432836,1.5970149253731343,13.134328358208956,12.253731343283581,4.417910447761194,4.17910447761194,5.940298507462686,4.507462686567164,2.0,1.2,1.8,14.2,14.4,5.2,4.6,5.4,3.4,2.0,1.4,2.0,11.8,14.0,4.0,4.6,5.4,5.0,3700.4995141009263,2528.835332775989,5,0
0,1.303030303030303,1.4242424242424243,12.56060606060606,11.348484848484848,3.984848484848485,4.212121212121212,4.878787878787879,4.863636363636363,2.029850746268657,1.0597014925373134,17.044776119402986,9.805970149253731,6.104477611940299,3.5074626865671643,6.7611940298507465,4.656716417910448,2.0,1.0,2.4,12.4,8.6,4.8,2.8,5.0,5.6,2.8,0.8,3.0,18.8,8.2,6.2,2.4,5.4,3.4,2456.3428002928645,3386.053387093139,1,2
0,1.3076923076923077,1.2461538461538462,14.753846153846155,11.6,4.661538461538462,3.5538461538461537,6.015384615384615,4.707692307692308,1.3582089552238805,1.4776119402985075,13.776119402985074,11.582089552238806,4.268656716417911,4.2835820895522385,5.447761194029851,4.2388059701492535,1.2,1.2,1.0,15.4,13.8,4.6,5.6,5.6,4.2,1.0,2.2,0.6,10.2,15.6,3.8,6.6,3.6,5.4,2739.594036360306,2778.3109461704794,1,2
0,1.3571428571428572,1.2857142857142858,10.642857142857142,12.964285714285714,3.5357142857142856,4.571428571428571,4.5,5.214285714285714,1.835820895522388,1.2388059701492538,13.35820895522388,11.447761194029852,4.626865671641791,3.8656716417910446,5.850746268656716,5.044776119402985,1.4,1.8,1.0,9.0,14.8,2.8,5.2,4.2,4.6,1.6,1.8,1.2,11.4,12.2,4.0,4.6,3.6,3.8,1595.986554011387,2773.3973660997763,1,0
0,1.2222222222222223,2.111111111111111,16.555555555555557,11.777777777777779,5.666666666666667,5.555555555555555,5.333333333333333,4.555555555555555,0.6896551724137931,1.3448275862068966,10.96551724137931,10.172413793103448,2.9655172413793105,4.068965517241379,5.206896551724138,4.172413793103448,1.4,2.4,0.8,13.8,18.0,5.8,7.2,3.6,6.2,0.4,2.2,0.4,8.0,15.4,2.2,5.0,4.0,5.8,1054.5651759582106,1438.3498865605932,1,0
