homeShots,homeShotsAgs,homeShotsTarget,homeShotsTargetAgs,homeCorners,homeCornersAgs,last3homeShots,last3homeShotsAgs,last3homeShotsTarget,last3homeShotsTargetAgs,last3homeCorners,last3homeCornersAgs,awayShots,awayShotsAgs,awayShotsTarget,awayShotsTargetAgs,awayCorners,awayCornersAgs,last3awayShots,last3awayShotsAgs,last3awayShotsTarget,last3awayShotsTargetAgs,last3awayCorners,last3awayCornersAgs,homeELO,awayELO,HomeTeam,AwayTeam,Date,HGoals,AGoals
14.510204081632653,11.418367346938776,5.163265306122449,4.051020408163265,5.63265306122449,4.755102040816326,12.666666666666666,7.666666666666667,3.3333333333333335,2.6666666666666665,6.333333333333333,7.0,10.561224489795919,14.5,3.2755102040816326,4.744897959183674,4.295918367346939,5.673469387755102,10.561224489795919,14.5,3.2755102040816326,4.744897959183674,4.295918367346939,5.673469387755102,1081.5200648699713,899.6681123695928,Tottenham,Brighton,2020-01-11,2,1
13.929292929292929,11.818181818181818,5.424242424242424,4.101010101010101,5.525252525252525,4.757575757575758,13.929292929292929,11.818181818181818,5.424242424242424,4.101010101010101,5.525252525252525,4.757575757575758,13.489795918367347,12.73469387755102,5.061224489795919,4.530612244897959,5.928571428571429,5.010204081632653,13.489795918367347,12.73469387755102,5.061224489795919,4.530612244897959,5.928571428571429,5.010204081632653,1117.5060076729999,1084.5850059294148,Man United,Arsenal,2020-01-11,0,1
11.393939393939394,13.454545454545455,3.7777777777777777,4.353535353535354,4.333333333333333,6.232323232323233,10.666666666666666,18.666666666666668,3.6666666666666665,5.666666666666667,5.333333333333333,8.333333333333334,11.73,12.08,3.97,4.16,5.19,4.97,11.73,12.08,3.97,4.16,5.19,4.97,977.5987227601469,1036.6686770365668,Newcastle,Everton,2020-01-11,2,1
13.136363636363637,18.181818181818183,4.590909090909091,5.2272727272727275,5.090909090909091,7.181818181818182,13.136363636363637,18.181818181818183,4.590909090909091,5.2272727272727275,5.090909090909091,7.181818181818182,12.306122448979592,13.36734693877551,4.091836734693878,4.683673469387755,5.510204081632653,5.673469387755102,12.306122448979592,13.36734693877551,4.091836734693878,4.683673469387755,5.510204081632653,5.673469387755102,932.4824403260075,952.9466566266702,Aston Villa,Southampton,2020-01-11,3,4
,,,,,,,,,,,,12.831683168316832,11.554455445544555,4.6138613861386135,3.881188118811881,5.603960396039604,5.237623762376238,12.831683168316832,11.554455445544555,4.6138613861386135,3.881188118811881,5.603960396039604,5.237623762376238,1000.0,1078.7184926684254,Leeds,Leicester,2020-02-11,1,4
11.921052631578947,15.342105263157896,3.9210526315789473,5.921052631578948,4.2368421052631575,5.947368421052632,8.666666666666666,13.666666666666666,3.3333333333333335,5.333333333333333,3.6666666666666665,5.333333333333333,9.868421052631579,13.552631578947368,3.0,4.131578947368421,4.631578947368421,4.631578947368421,12.333333333333334,12.333333333333334,3.3333333333333335,1.6666666666666667,4.333333333333333,5.0,826.7859324489602,879.0692558595581,Fulham,West Brom,2020-02-11,2,0
11.361904761904762,13.561904761904762,3.7142857142857144,4.419047619047619,4.390476190476191,6.247619047619048,10.666666666666666,18.666666666666668,3.6666666666666665,5.666666666666667,5.333333333333333,8.333333333333334,9.825242718446601,15.398058252427184,3.262135922330097,4.766990291262136,4.271844660194175,6.194174757281553,8.0,17.333333333333332,2.3333333333333335,3.3333333333333335,3.6666666666666665,9.333333333333334,986.4601437376272,1014.0014502693167,Newcastle,Burnley,2020-03-10,3,1
11.0,10.0,4.0,8.0,10.0,3.0,11.0,10.0,4.0,8.0,10.0,3.0,18.184466019417474,6.563106796116505,6.815533980582524,2.4854368932038833,7.679611650485437,2.533980582524272,18.184466019417474,6.563106796116505,6.815533980582524,2.4854368932038833,7.679611650485437,2.533980582524272,983.3469965067853,1383.4163452991813,Leeds,Man City,2020-03-10,1,1
11.85576923076923,12.0,4.009615384615385,4.153846153846154,5.173076923076923,4.990384615384615,11.85576923076923,12.0,4.009615384615385,4.153846153846154,5.173076923076923,4.990384615384615,10.718446601941748,14.320388349514563,3.3300970873786406,4.660194174757281,4.339805825242719,5.70873786407767,10.718446601941748,14.320388349514563,3.3300970873786406,4.660194174757281,4.339805825242719,5.70873786407767,1010.2339710241073,868.3834780587904,Everton,Brighton,2020-03-10,4,2
16.10576923076923,9.336538461538462,5.519230769230769,3.230769230769231,6.0576923076923075,3.8076923076923075,16.666666666666668,12.0,6.333333333333333,3.3333333333333335,6.0,8.333333333333334,12.029411764705882,13.264705882352942,3.7549019607843137,4.470588235294118,5.264705882352941,5.833333333333333,8.333333333333334,18.333333333333332,2.0,7.0,6.0,5.666666666666667,1092.1332487470625,1013.8612645456593,Chelsea,Crystal Palace,2020-03-10,4,0
12.820754716981131,11.59433962264151,4.60377358490566,3.8962264150943398,5.490566037735849,5.339622641509434,12.820754716981131,11.59433962264151,4.60377358490566,3.8962264150943398,5.490566037735849,5.339622641509434,10.615384615384615,14.182692307692308,3.980769230769231,5.221153846153846,4.6826923076923075,5.625,10.615384615384615,14.182692307692308,3.980769230769231,5.221153846153846,4.6826923076923075,5.625,1079.9462114814958,978.8240815276442,Leicester,West Ham,2020-04-10,0,3
